sale_date,store_id,sku,quantity,unit_price,total_amount
2025-07-03,S003,SKU0025,2,67.4,134.8
2025-07-03,S003,SKU0022,2,103.95,207.9
2025-07-03,S003,SKU0049,4,9.47,37.88
2025-07-03,S003,SKU0015,6,66.76,400.56000000000006
2025-07-03,S004,SKU0033,5,36.23,181.14999999999998
2025-07-03,S004,SKU0044,5,57.59,287.95000000000005
2025-07-03,S004,SKU0006,5,27.35,136.75
2025-07-03,S004,SKU0030,7,85.44,598.0799999999999
2025-07-03,S004,SKU0040,4,20.27,81.08
2025-07-03,S004,SKU0050,4,87.18,348.72
2025-07-03,S004,SKU0019,1,50.86,50.86
2025-07-03,S004,SKU0019,4,90.56,362.24
2025-07-03,S004,SKU0026,5,26.2,131.0
2025-07-03,S005,SKU0009,4,52.03,208.12
2025-07-03,S005,SKU0001,7,33.78,236.46
2025-07-03,S005,SKU0048,1,80.92,80.92
2025-07-03,S005,SKU0001,5,89.86,449.3
2025-07-03,S005,SKU0005,6,88.95,533.7
2025-07-03,S005,SKU0003,4,70.09,280.36
2025-07-03,S005,SKU0037,6,6.66,39.96
2025-07-03,S005,SKU0014,4,10.29,41.16
2025-07-03,S005,SKU0049,6,103.38,620.28
2025-07-03,S005,SKU0005,4,6.97,27.88
2025-07-03,S005,SKU0026,5,59.45,297.25
2025-07-03,S006,SKU0030,5,50.83,254.14999999999998
2025-07-03,S006,SKU0010,6,78.04,468.24
2025-07-03,S006,SKU0034,4,48.08,192.32
2025-07-03,S006,SKU0019,2,62.62,125.24
2025-07-03,S006,SKU0005,5,23.74,118.69999999999999
2025-07-03,S007,SKU0016,7,113.59,795.13
2025-07-03,S007,SKU0028,3,97.11,291.33
2025-07-03,S007,SKU0012,2,70.94,141.88
2025-07-03,S007,SKU0033,1,98.29,98.29
2025-07-03,S007,SKU0043,5,76.98,384.90000000000003
2025-07-03,S007,SKU0001,1,79.92,79.92
2025-07-03,S007,SKU0043,4,36.51,146.04
2025-07-03,S007,SKU0012,7,48.38,338.66
2025-07-03,S007,SKU0050,3,43.7,131.10000000000002
2025-07-03,S007,SKU0026,5,102.16,510.79999999999995
2025-07-03,S007,SKU0026,6,98.66,591.96
2025-07-03,S007,SKU0041,7,18.59,130.13
2025-07-03,S008,SKU0050,5,112.71,563.55
2025-07-03,S008,SKU0036,1,97.4,97.4
2025-07-03,S008,SKU0036,2,53.7,107.4
2025-07-03,S008,SKU0024,3,118.91,356.73
2025-07-03,S008,SKU0048,4,47.78,191.12
2025-07-03,S008,SKU0039,7,112.04,784.2800000000001
2025-07-03,S008,SKU0037,4,54.33,217.32
2025-07-03,S008,SKU0013,7,91.77,642.39
2025-07-03,S008,SKU0041,6,108.79,652.74
2025-07-03,S009,SKU0048,1,41.81,41.81
2025-07-03,S009,SKU0019,1,11.15,11.15
2025-07-03,S009,SKU0041,3,15.5,46.5
2025-07-03,S009,SKU0007,4,114.26,457.04
2025-07-03,S009,SKU0019,2,77.66,155.32
2025-07-03,S009,SKU0005,3,74.28,222.84
2025-07-03,S009,SKU0021,4,113.81,455.24
2025-07-03,S009,SKU0016,1,18.05,18.05
2025-07-03,S010,SKU0042,2,11.62,23.24
2025-07-03,S010,SKU0031,2,55.78,111.56
2025-07-03,S010,SKU0023,5,45.36,226.8
2025-07-03,S010,SKU0018,7,21.44,150.08
2025-07-03,S010,SKU0010,2,76.1,152.2
2025-07-03,S010,SKU0038,7,54.0,378.0
2025-07-03,S010,SKU0040,2,50.61,101.22
2025-07-03,S010,SKU0027,2,21.86,43.72
2025-07-03,S010,SKU0029,5,31.82,159.1
2025-07-04,S001,SKU0048,5,47.62,238.1
2025-07-04,S001,SKU0017,7,109.38,765.66
2025-07-04,S001,SKU0045,4,45.28,181.12
2025-07-04,S001,SKU0031,3,94.37,283.11
2025-07-04,S001,SKU0039,3,33.6,100.80000000000001
2025-07-04,S001,SKU0019,7,54.96,384.72
2025-07-04,S001,SKU0045,5,51.6,258.0
2025-07-04,S001,SKU0020,4,93.23,372.92
2025-07-04,S001,SKU0041,7,90.8,635.6
2025-07-04,S001,SKU0013,4,115.65,462.6
2025-07-04,S001,SKU0049,1,104.89,104.89
2025-07-04,S001,SKU0038,5,115.77,578.85
2025-07-04,S002,SKU0016,6,111.33,667.98
2025-07-04,S002,SKU0037,4,68.69,274.76
2025-07-04,S002,SKU0020,1,65.16,65.16
2025-07-04,S002,SKU0041,1,85.01,85.01
2025-07-04,S002,SKU0031,1,77.17,77.17
2025-07-04,S002,SKU0003,7,10.23,71.61
2025-07-04,S002,SKU0012,2,114.3,228.6
2025-07-04,S002,SKU0008,6,57.4,344.4
2025-07-04,S002,SKU0028,5,36.9,184.5
2025-07-04,S003,SKU0026,2,31.38,62.76
2025-07-04,S003,SKU0028,4,46.44,185.76
2025-07-04,S003,SKU0036,3,85.29,255.87
2025-07-04,S003,SKU0017,1,40.6,40.6
2025-07-04,S003,SKU0020,5,83.74,418.7
2025-07-04,S003,SKU0029,5,109.76,548.8000000000001
2025-07-04,S003,SKU0006,2,52.91,105.82
2025-07-04,S003,SKU0005,7,110.71,774.9699999999999
2025-07-04,S004,SKU0030,2,68.43,136.86
2025-07-04,S004,SKU0005,7,52.29,366.03
2025-07-04,S004,SKU0001,2,118.54,237.08
2025-07-04,S004,SKU0049,3,73.33,219.99
2025-07-04,S004,SKU0025,6,100.35,602.0999999999999
2025-07-04,S004,SKU0049,5,12.3,61.5
2025-07-04,S004,SKU0041,3,20.39,61.17
2025-07-04,S004,SKU0021,7,104.44,731.0799999999999
2025-07-04,S004,SKU0017,5,119.97,599.85
2025-07-04,S004,SKU0038,3,68.87,206.61
2025-07-04,S004,SKU0037,5,113.65,568.25
2025-07-04,S004,SKU0010,3,33.45,100.35000000000001
2025-07-04,S004,SKU0014,1,19.85,19.85
2025-07-04,S004,SKU0045,5,28.83,144.14999999999998
2025-07-04,S005,SKU0049,2,46.19,92.38
2025-07-04,S005,SKU0008,7,82.23,575.61
2025-07-04,S005,SKU0034,6,93.82,562.92
2025-07-04,S005,SKU0050,4,98.88,395.52
2025-07-04,S005,SKU0044,5,15.17,75.85
2025-07-04,S006,SKU0017,7,8.31,58.17
2025-07-04,S006,SKU0015,5,76.34,381.70000000000005
2025-07-04,S006,SKU0002,3,29.49,88.47
2025-07-04,S006,SKU0038,4,117.75,471.0
2025-07-04,S006,SKU0050,2,78.21,156.42
2025-07-04,S006,SKU0015,3,15.47,46.410000000000004
2025-07-04,S006,SKU0034,4,67.96,271.84
2025-07-04,S006,SKU0033,7,50.6,354.2
2025-07-04,S006,SKU0042,3,85.23,255.69
2025-07-04,S006,SKU0029,4,57.82,231.28
2025-07-04,S006,SKU0017,2,93.43,186.86
2025-07-04,S006,SKU0020,5,117.7,588.5
2025-07-04,S006,SKU0002,5,29.05,145.25
2025-07-04,S007,SKU0047,1,57.91,57.91
2025-07-04,S007,SKU0016,7,51.03,357.21000000000004
2025-07-04,S007,SKU0016,4,25.92,103.68
2025-07-04,S007,SKU0025,3,105.55,316.65
2025-07-04,S007,SKU0027,5,116.91,584.55
2025-07-04,S007,SKU0019,5,24.43,122.15
2025-07-04,S007,SKU0028,2,25.36,50.72
2025-07-04,S008,SKU0006,1,66.46,66.46
2025-07-04,S008,SKU0012,2,107.83,215.66
2025-07-04,S008,SKU0049,6,42.96,257.76
2025-07-04,S008,SKU0027,1,15.61,15.61
2025-07-04,S008,SKU0047,1,84.1,84.1
2025-07-04,S008,SKU0030,3,110.9,332.70000000000005
2025-07-04,S008,SKU0017,2,104.85,209.7
2025-07-04,S008,SKU0008,1,73.69,73.69
2025-07-04,S008,SKU0015,7,47.6,333.2
2025-07-04,S009,SKU0014,2,92.39,184.78
2025-07-04,S009,SKU0014,2,90.96,181.92
2025-07-04,S009,SKU0014,3,34.03,102.09
2025-07-04,S009,SKU0007,3,107.95,323.85
2025-07-04,S009,SKU0046,3,66.19,198.57
2025-07-04,S009,SKU0045,2,56.45,112.9
2025-07-04,S009,SKU0035,3,32.88,98.64000000000001
2025-07-04,S009,SKU0025,7,48.39,338.73
2025-07-04,S009,SKU0010,7,42.04,294.28
2025-07-04,S009,SKU0039,6,42.66,255.95999999999998
2025-07-04,S010,SKU0017,5,73.26,366.3
2025-07-04,S010,SKU0004,2,95.75,191.5
2025-07-04,S010,SKU0045,2,15.0,30.0
2025-07-04,S010,SKU0047,6,72.49,434.93999999999994
2025-07-04,S010,SKU0008,1,69.91,69.91
2025-07-04,S010,SKU0042,1,43.81,43.81
2025-07-04,S010,SKU0026,2,33.1,66.2
2025-07-04,S010,SKU0045,6,74.66,447.96
2025-07-04,S010,SKU0033,5,16.7,83.5
2025-07-04,S010,SKU0006,6,33.29,199.74
2025-07-04,S010,SKU0004,6,26.46,158.76
2025-07-04,S010,SKU0030,7,11.4,79.8
2025-07-04,S010,SKU0009,7,10.94,76.58
2025-07-05,S001,SKU0037,4,119.68,478.72
2025-07-05,S001,SKU0006,2,71.24,142.48
2025-07-05,S001,SKU0011,4,5.61,22.44
2025-07-05,S001,SKU0049,6,24.65,147.89999999999998
2025-07-05,S001,SKU0002,7,66.53,465.71000000000004
2025-07-05,S001,SKU0026,3,101.44,304.32
2025-07-05,S001,SKU0005,6,116.32,697.92
2025-07-05,S001,SKU0004,3,27.94,83.82000000000001
2025-07-05,S001,SKU0020,1,65.93,65.93
2025-07-05,S001,SKU0001,2,93.29,186.58
2025-07-05,S001,SKU0038,5,63.2,316.0
2025-07-05,S001,SKU0036,5,66.25,331.25
2025-07-05,S002,SKU0006,2,57.24,114.48
2025-07-05,S002,SKU0005,7,68.13,476.90999999999997
2025-07-05,S002,SKU0002,5,83.73,418.65000000000003
2025-07-05,S002,SKU0020,1,20.96,20.96
2025-07-05,S002,SKU0009,1,18.42,18.42
2025-07-05,S003,SKU0038,7,96.34,674.38
2025-07-05,S003,SKU0031,1,102.83,102.83
2025-07-05,S003,SKU0044,2,19.29,38.58
2025-07-05,S003,SKU0011,1,28.58,28.58
2025-07-05,S003,SKU0035,3,111.54,334.62
2025-07-05,S003,SKU0022,4,101.81,407.24
2025-07-05,S003,SKU0008,3,96.46,289.38
2025-07-05,S003,SKU0014,4,23.82,95.28
2025-07-05,S003,SKU0021,5,98.68,493.40000000000003
2025-07-05,S003,SKU0014,2,109.4,218.8
2025-07-05,S003,SKU0025,5,72.66,363.29999999999995
2025-07-05,S003,SKU0018,7,87.08,609.56
2025-07-05,S004,SKU0038,1,90.98,90.98
2025-07-05,S004,SKU0015,1,31.7,31.7
2025-07-05,S004,SKU0033,7,49.15,344.05
2025-07-05,S004,SKU0014,5,109.24,546.1999999999999
2025-07-05,S004,SKU0039,3,54.63,163.89000000000001
2025-07-05,S004,SKU0003,7,89.01,623.07
2025-07-05,S004,SKU0042,4,96.31,385.24
2025-07-05,S005,SKU0030,7,70.91,496.37
2025-07-05,S005,SKU0029,6,91.53,549.1800000000001
2025-07-05,S005,SKU0037,3,90.55,271.65
2025-07-05,S005,SKU0004,6,87.12,522.72
2025-07-05,S005,SKU0005,3,91.78,275.34000000000003
2025-07-05,S006,SKU0038,5,17.72,88.6
2025-07-05,S006,SKU0036,5,19.66,98.3
2025-07-05,S006,SKU0015,5,67.08,335.4
2025-07-05,S006,SKU0029,7,52.03,364.21000000000004
2025-07-05,S006,SKU0045,2,6.4,12.8
2025-07-05,S006,SKU0036,4,87.36,349.44
2025-07-05,S006,SKU0027,5,100.08,500.4
2025-07-05,S006,SKU0010,6,31.15,186.89999999999998
2025-07-05,S006,SKU0023,7,38.11,266.77
2025-07-05,S006,SKU0043,4,109.86,439.44
2025-07-05,S007,SKU0018,1,34.44,34.44
2025-07-05,S007,SKU0040,4,73.19,292.76
2025-07-05,S007,SKU0044,4,110.66,442.64
2025-07-05,S007,SKU0005,5,86.33,431.65
2025-07-05,S007,SKU0042,1,71.27,71.27
2025-07-05,S007,SKU0009,6,13.89,83.34
2025-07-05,S007,SKU0014,1,111.44,111.44
2025-07-05,S007,SKU0023,1,18.02,18.02
2025-07-05,S007,SKU0021,2,101.47,202.94
2025-07-05,S007,SKU0023,1,43.2,43.2
2025-07-05,S007,SKU0040,7,50.89,356.23
2025-07-05,S007,SKU0009,5,43.55,217.75
2025-07-05,S008,SKU0026,1,18.14,18.14
2025-07-05,S008,SKU0025,2,110.78,221.56
2025-07-05,S008,SKU0002,7,44.9,314.3
2025-07-05,S008,SKU0034,3,57.01,171.03
2025-07-05,S008,SKU0043,3,57.03,171.09
2025-07-05,S008,SKU0024,1,62.31,62.31
2025-07-05,S008,SKU0006,5,110.21,551.05
2025-07-05,S008,SKU0049,5,71.77,358.84999999999997
2025-07-05,S009,SKU0026,4,29.46,117.84
2025-07-05,S009,SKU0049,7,117.19,820.3299999999999
2025-07-05,S009,SKU0041,1,69.09,69.09
2025-07-05,S009,SKU0022,4,66.53,266.12
2025-07-05,S009,SKU0040,1,39.45,39.45
2025-07-05,S009,SKU0032,5,50.69,253.45
2025-07-05,S009,SKU0019,6,28.59,171.54
2025-07-05,S009,SKU0029,1,9.2,9.2
2025-07-05,S009,SKU0030,3,12.56,37.68
2025-07-05,S009,SKU0014,3,57.13,171.39000000000001
2025-07-05,S010,SKU0028,1,51.09,51.09
2025-07-05,S010,SKU0038,3,22.85,68.55000000000001
2025-07-05,S010,SKU0001,5,13.68,68.4
2025-07-05,S010,SKU0003,2,36.14,72.28
2025-07-05,S010,SKU0046,2,52.0,104.0
2025-07-05,S010,SKU0023,7,22.96,160.72
2025-07-06,S001,SKU0007,5,51.92,259.6
2025-07-06,S001,SKU0003,7,82.27,575.89
2025-07-06,S001,SKU0008,6,44.02,264.12
2025-07-06,S001,SKU0037,3,107.06,321.18
2025-07-06,S001,SKU0028,7,87.89,615.23
2025-07-06,S001,SKU0035,6,74.37,446.22
2025-07-06,S002,SKU0037,6,28.57,171.42000000000002
2025-07-06,S002,SKU0031,7,108.08,756.56
2025-07-06,S002,SKU0007,2,14.83,29.66
2025-07-06,S002,SKU0023,5,8.05,40.25
2025-07-06,S002,SKU0019,4,78.94,315.76
2025-07-06,S002,SKU0018,2,109.72,219.44
2025-07-06,S002,SKU0005,4,43.62,174.48
2025-07-06,S002,SKU0002,3,72.88,218.64
2025-07-06,S003,SKU0005,5,52.08,260.4
2025-07-06,S003,SKU0030,1,55.15,55.15
2025-07-06,S003,SKU0044,3,114.07,342.21
2025-07-06,S003,SKU0022,4,21.11,84.44
2025-07-06,S003,SKU0010,6,61.05,366.29999999999995
2025-07-06,S003,SKU0046,7,96.98,678.86
2025-07-06,S003,SKU0017,2,7.58,15.16
2025-07-06,S003,SKU0014,1,67.29,67.29
2025-07-06,S004,SKU0039,1,21.03,21.03
2025-07-06,S004,SKU0043,6,118.21,709.26
2025-07-06,S004,SKU0029,5,84.49,422.45
2025-07-06,S004,SKU0037,3,99.6,298.79999999999995
2025-07-06,S004,SKU0021,2,71.3,142.6
2025-07-06,S004,SKU0038,2,68.73,137.46
2025-07-06,S004,SKU0025,6,100.42,602.52
2025-07-06,S004,SKU0023,5,6.26,31.299999999999997
2025-07-06,S004,SKU0021,3,108.5,325.5
2025-07-06,S004,SKU0006,3,73.7,221.10000000000002
2025-07-06,S004,SKU0012,5,81.48,407.40000000000003
2025-07-06,S004,SKU0007,2,110.16,220.32
2025-07-06,S004,SKU0026,5,49.06,245.3
2025-07-06,S005,SKU0046,2,24.12,48.24
2025-07-06,S005,SKU0043,1,14.52,14.52
2025-07-06,S005,SKU0036,3,33.22,99.66
2025-07-06,S005,SKU0021,3,38.2,114.60000000000001
2025-07-06,S005,SKU0036,1,87.98,87.98
2025-07-06,S005,SKU0040,3,114.17,342.51
2025-07-06,S005,SKU0047,6,20.53,123.18
2025-07-06,S005,SKU0033,2,8.59,17.18
2025-07-06,S005,SKU0020,3,73.43,220.29000000000002
2025-07-06,S005,SKU0043,1,62.08,62.08
2025-07-06,S005,SKU0045,3,43.44,130.32
2025-07-06,S005,SKU0026,2,17.26,34.52
2025-07-06,S005,SKU0009,1,52.47,52.47
2025-07-06,S005,SKU0043,2,57.86,115.72
2025-07-06,S006,SKU0003,2,96.93,193.86
2025-07-06,S006,SKU0044,3,36.3,108.89999999999999
2025-07-06,S006,SKU0034,4,46.51,186.04
2025-07-06,S006,SKU0044,3,110.49,331.46999999999997
2025-07-06,S006,SKU0017,2,84.41,168.82
2025-07-06,S006,SKU0049,7,14.97,104.79
2025-07-06,S006,SKU0016,3,89.21,267.63
2025-07-06,S007,SKU0017,7,88.27,617.89
2025-07-06,S007,SKU0016,6,117.77,706.62
2025-07-06,S007,SKU0018,1,79.37,79.37
2025-07-06,S007,SKU0026,1,113.57,113.57
2025-07-06,S007,SKU0047,2,72.65,145.3
2025-07-06,S007,SKU0017,7,68.92,482.44
2025-07-06,S007,SKU0022,2,40.98,81.96
2025-07-06,S007,SKU0015,5,89.07,445.34999999999997
2025-07-06,S007,SKU0048,2,53.5,107.0
2025-07-06,S008,SKU0031,6,11.31,67.86
2025-07-06,S008,SKU0035,2,65.08,130.16
2025-07-06,S008,SKU0039,1,79.77,79.77
2025-07-06,S008,SKU0024,3,69.48,208.44
2025-07-06,S008,SKU0045,2,106.77,213.54
2025-07-06,S008,SKU0043,2,88.35,176.7
2025-07-06,S009,SKU0015,1,66.92,66.92
2025-07-06,S009,SKU0022,1,89.85,89.85
2025-07-06,S009,SKU0033,5,75.82,379.09999999999997
2025-07-06,S009,SKU0002,7,58.12,406.84
2025-07-06,S009,SKU0034,6,5.03,30.18
2025-07-06,S009,SKU0013,5,49.16,245.79999999999998
2025-07-06,S009,SKU0032,3,13.05,39.150000000000006
2025-07-06,S009,SKU0046,4,11.06,44.24
2025-07-06,S009,SKU0049,5,9.32,46.6
2025-07-06,S009,SKU0044,1,71.79,71.79
2025-07-06,S009,SKU0044,7,50.8,355.59999999999997
2025-07-06,S010,SKU0039,4,89.82,359.28
2025-07-06,S010,SKU0030,1,17.7,17.7
2025-07-06,S010,SKU0014,6,103.07,618.42
2025-07-06,S010,SKU0018,6,72.75,436.5
2025-07-06,S010,SKU0048,1,109.69,109.69
2025-07-06,S010,SKU0015,1,17.59,17.59
2025-07-06,S010,SKU0024,4,30.1,120.4
2025-07-06,S010,SKU0037,5,34.78,173.9
2025-07-06,S010,SKU0006,7,106.1,742.6999999999999
2025-07-06,S010,SKU0046,3,108.93,326.79
2025-07-06,S010,SKU0034,1,90.49,90.49
2025-07-06,S010,SKU0004,3,51.18,153.54
2025-07-06,S010,SKU0029,7,31.52,220.64
2025-07-07,S001,SKU0045,6,31.53,189.18
2025-07-07,S001,SKU0034,1,30.36,30.36
2025-07-07,S001,SKU0049,2,94.65,189.3
2025-07-07,S001,SKU0006,5,11.65,58.25
2025-07-07,S001,SKU0047,7,106.64,746.48
2025-07-07,S001,SKU0035,4,119.41,477.64
2025-07-07,S001,SKU0042,3,92.2,276.6
2025-07-07,S002,SKU0024,3,98.82,296.46
2025-07-07,S002,SKU0038,5,30.74,153.7
2025-07-07,S002,SKU0047,1,73.19,73.19
2025-07-07,S002,SKU0014,5,15.52,77.6
2025-07-07,S002,SKU0041,3,36.39,109.17
2025-07-07,S003,SKU0003,1,103.0,103.0
2025-07-07,S003,SKU0042,1,42.84,42.84
2025-07-07,S003,SKU0025,5,89.55,447.75
2025-07-07,S003,SKU0034,4,47.86,191.44
2025-07-07,S003,SKU0008,3,88.19,264.57
2025-07-07,S003,SKU0026,2,14.32,28.64
2025-07-07,S003,SKU0048,5,107.87,539.35
2025-07-07,S003,SKU0013,1,12.07,12.07
2025-07-07,S003,SKU0045,6,73.13,438.78
2025-07-07,S003,SKU0003,2,67.53,135.06
2025-07-07,S003,SKU0013,5,89.4,447.0
2025-07-07,S003,SKU0024,3,104.84,314.52
2025-07-07,S003,SKU0028,1,23.09,23.09
2025-07-07,S004,SKU0013,3,32.45,97.35000000000001
2025-07-07,S004,SKU0042,4,76.14,304.56
2025-07-07,S004,SKU0038,4,23.24,92.96
2025-07-07,S004,SKU0043,5,105.26,526.3000000000001
2025-07-07,S004,SKU0031,7,5.59,39.129999999999995
2025-07-07,S004,SKU0032,3,31.29,93.87
2025-07-07,S004,SKU0039,7,5.13,35.91
2025-07-07,S004,SKU0002,6,92.01,552.0600000000001
2025-07-07,S004,SKU0012,7,27.21,190.47
2025-07-07,S004,SKU0013,6,42.54,255.24
2025-07-07,S004,SKU0041,1,18.32,18.32
2025-07-07,S004,SKU0034,4,6.04,24.16
2025-07-07,S004,SKU0045,3,19.77,59.31
2025-07-07,S005,SKU0030,7,67.25,470.75
2025-07-07,S005,SKU0032,2,44.32,88.64
2025-07-07,S005,SKU0015,6,91.68,550.08
2025-07-07,S005,SKU0022,4,24.98,99.92
2025-07-07,S005,SKU0036,2,113.94,227.88
2025-07-07,S005,SKU0017,4,12.75,51.0
2025-07-07,S005,SKU0010,6,44.78,268.68
2025-07-07,S006,SKU0018,2,118.87,237.74
2025-07-07,S006,SKU0047,5,56.29,281.45
2025-07-07,S006,SKU0035,4,92.2,368.8
2025-07-07,S006,SKU0007,5,7.54,37.7
2025-07-07,S006,SKU0006,7,61.19,428.33
2025-07-07,S006,SKU0011,2,5.12,10.24
2025-07-07,S006,SKU0034,6,58.88,353.28000000000003
2025-07-07,S006,SKU0004,1,16.75,16.75
2025-07-07,S006,SKU0041,7,65.61,459.27
